bin_id,sentiment,Tstart,Tend,bin_position
82191,0.90000,1584118130062,1584175082342,3
82205,-0.90000,1581976622114,1584174951692,1
82206,-0.10000,1581976622114,1584174951692,2
82207,0.90000,1581976622114,1584174951692,3
82208,0.20000,1584006386360,1584174946270,1
82209,1.00000,1584006386360,1584174946270,2
82210,-0.90000,1584129136253,1584174944082,1
82211,-0.10000,1584129136253,1584174944082,2
82212,1.00000,1584129136253,1584174944082,3
82216,-0.90000,1584105251199,1584174926905,1
82227,-0.90000,1584023511800,1584174792049,1
82228,-0.85000,1584023511800,1584174792049,2
82232,0.00000,1584088571633,1584174765058,1
82233,-0.30000,1584088571633,1584174765058,2
82234,0.90000,1584088571633,1584174765058,3
82235,0.60000,1584122501879,1584174763800,1
82236,1.00000,1584122501879,1584174763800,2
82244,0.00000,1584122501879,1584174622573,1
82245,-0.10000,1584122501879,1584174622573,2
82248,-0.90000,1584173910006,1584174536652,1
82249,-0.90000,1584173910006,1584174536652,2
82250,-0.90000,1583953389553,1584174530041,1
82251,-0.90000,1583953389553,1584174530041,2
82252,-0.10000,1584171567417,1584174518080,1
82253,0.50000,1584171567417,1584174518080,2
82254,0.00000,1584105251199,1584174517425,1
82255,-0.20000,1584105251199,1584174517425,2
82258,-0.90000,1584011310249,1584174478006,1
82259,1.00000,1584011310249,1584174478006,2
82264,0.30000,1584117294453,1584174421870,1
82265,0.15000,1584117294453,1584174421870,2
82266,0.00000,1584145364726,1584174382065,1
82267,0.10000,1584145364726,1584174382065,2
82277,-0.10000,1584138390733,1584174360995,1
82278,1.00000,1584138390733,1584174360995,2
82295,0.05000,1584128008490,1584174190242,1
82300,-0.60000,1584172800397,1584174142162,1
82301,0.80000,1584172800397,1584174142162,2
82307,0.00000,1584091272466,1584174114219,1
82308,1.00000,1584091272466,1584174114219,2
82338,-0.90000,1584124746775,1584173692190,1
82339,-0.50000,1584124746775,1584173692190,2
82340,-0.50000,1584124746775,1584173692190,3
82345,-0.60000,1584122501879,1584173663386,1
82346,-0.70000,1584122501879,1584173663386,2
82354,-0.30000,1584105251199,1584173624368,1
82355,0.10000,1584105251199,1584173624368,2
82357,-0.80000,1584114822548,1584173582112,1
82358,-0.80000,1584114822548,1584173582112,2
82359,0.10000,1584114822548,1584173582112,3
82363,0.10000,1584040634494,1584173557673,1
82364,0.40000,1584040634494,1584173557673,2
82365,-0.20000,1584040634494,1584173534566,1
82366,-0.80000,1584040634494,1584173534566,2
82367,-0.90000,1583993020813,1584173507926,1
82368,-0.90000,1583993020813,1584173507926,2
82373,-0.80000,1584122501879,1584173449864,1
82374,1.00000,1584122501879,1584173449864,2
82398,-0.80000,1584100074070,1584173274140,1
82399,-0.60000,1584100074070,1584173274140,2
82405,-0.70000,1584152167413,1584173212691,1
82406,-0.90000,1584152167413,1584173212691,2
82407,-0.80000,1584071495542,1584173211264,1
82408,0.25000,1584071495542,1584173211264,2
82412,0.40000,1584105251199,1584173199203,1
82413,0.90000,1584105251199,1584173199203,2
82414,-0.90000,1584145364726,1584173189974,1
82415,-0.90000,1584145364726,1584173189974,2
82416,0.10000,1584122501879,1584173186217,1
82417,0.90000,1584122501879,1584173186217,2
82420,1.00000,1584100074070,1584173164936,1
82421,0.30000,1584100074070,1584173164936,2
82422,1.00000,1584136106374,1584173119858,1
82423,0.20000,1584136106374,1584173119858,2
82424,1.00000,1584040634494,1584173118325,1
82425,-0.30000,1584040634494,1584173118325,2
82426,0.10000,1584040634494,1584173118325,3
82427,1.00000,1584015305444,1584173116634,1
82428,-0.30000,1584015305444,1584173116634,2
82429,-0.20000,1584015305444,1584173116634,3
82432,0.00000,1584147566031,1584173069892,1
82433,0.00000,1584147566031,1584173069892,2
82434,0.90000,1584122501879,1584173033999,1
82435,0.90000,1584122501879,1584173033999,2
82440,-0.50000,1584087552910,1584172992727,1
82441,0.00000,1584087552910,1584172992727,2
82458,-0.10000,1584122501879,1584172889787,1
82459,1.00000,1584122501879,1584172889787,2
82466,-0.70000,1584087552910,1584172864254,1
82467,-0.80000,1584087552910,1584172864254,2
82477,-0.90000,1584162071888,1584172760768,1
82478,0.30000,1584162071888,1584172760768,2
82483,0.00000,1584172421407,1584172677541,1
82484,0.00000,1584172421407,1584172677541,2
82485,0.10000,1584172421407,1584172677541,3
82486,-0.90000,1584015305444,1584172666106,1
82487,-0.70000,1584015305444,1584172666106,2
82488,0.20000,1584145364726,1584172654674,1
82489,0.10000,1584145364726,1584172654674,2
82490,0.30000,1584145364726,1584172654674,3
82491,-0.80000,1584172551531,1584172632192,1
82492,1.00000,1584172551531,1584172632192,2
82493,-0.90000,1584051287572,1584172585477,1
82494,-0.80000,1584051287572,1584172585477,2
82495,-0.80000,1584051287572,1584172585477,3
82496,-0.30000,1584171567417,1584172575923,1
82497,-0.80000,1584171567417,1584172575923,2
82500,-0.90000,1584015305444,1584172554455,1
82501,0.80000,1584015305444,1584172554455,2
82502,-0.90000,1584087552910,1584172518258,1
82503,-0.70000,1584087552910,1584172518258,2
82504,-0.70000,1584087552910,1584172443372,1
82505,-0.40000,1584087552910,1584172443372,2
82506,-0.20000,1584087552910,1584172443372,3
82507,-0.50000,1584135508687,1584172426077,1
82508,0.00000,1584135508687,1584172426077,2
82511,-0.20000,1583944469870,1584172396460,1
82512,0.00000,1583944469870,1584172396460,2
82513,-0.90000,1584110363780,1584172354574,1
82514,0.10000,1584110363780,1584172354574,2
82517,-0.50000,1584090008241,1584172313400,1
82518,-0.30000,1584090008241,1584172313400,2
82519,0.90000,1584090008241,1584172313400,3
82523,-0.90000,1584087552910,1584172205878,1
82524,-0.40000,1584087552910,1584172205878,2
82529,-0.60000,1584172080861,1584172186270,1
82530,0.10000,1584172080861,1584172186270,2
82540,-0.90000,1584170518666,1584172104900,1
82541,0.30000,1584170518666,1584172104900,2
82542,-0.30000,1584170518666,1584172104900,3
82549,-0.10000,1584065142876,1584172053984,1
82550,-0.90000,1584065142876,1584172053984,2
82564,-0.90000,1584015305444,1584171996969,1
82565,0.00000,1584015305444,1584171996969,2
82575,0.10000,1584117294453,1584171901298,1
82576,1.00000,1584117294453,1584171901298,2
82585,-0.40000,1584145364726,1584171697686,1
82586,-0.70000,1584145364726,1584171697686,2
82601,-0.90000,1584022469347,1584171472934,1
82602,-0.80000,1584022469347,1584171472934,2
82603,1.00000,1584129613561,1584171450982,1
82604,-0.90000,1584129613561,1584171450982,2
82605,-0.90000,1584129613561,1584171450982,3
82613,1.00000,1584022390037,1584171408567,1
82614,0.80000,1584022390037,1584171408567,2
82615,0.30000,1584145364726,1584171363027,1
82616,-0.90000,1584145364726,1584171363027,2
82617,-0.90000,1584145364726,1584171363027,3
82618,-0.90000,1584145364726,1584171363027,4
82622,-0.90000,1584146373308,1584171355796,1
82623,-0.80000,1584146373308,1584171355796,2
82624,-0.10000,1584146373308,1584171355796,3
82625,0.10000,1584138903079,1584171347551,1
82626,0.70000,1584138903079,1584171347551,2
82636,-0.90000,1583792680480,1584171312034,1
82637,0.20000,1583792680480,1584171312034,2
82638,-0.90000,1583792680480,1584171312034,3
82645,-0.90000,1584124892352,1584171284046,1
82646,-0.40000,1584124892352,1584171284046,2
82647,-0.80000,1584143631563,1584171282081,1
82648,-0.50000,1584143631563,1584171282081,2
82661,-0.90000,1584170518666,1584171206828,1
82662,-0.20000,1584170518666,1584171206828,2
82664,-0.90000,1584051248183,1584171169886,1
82665,1.00000,1584051248183,1584171169886,2
82674,-0.80000,1584171063968,1584171096993,1
82675,-0.80000,1584171063968,1584171096993,2
82688,-0.90000,1584140337367,1584170990064,1
82689,-0.80000,1584140337367,1584170990064,2
82692,-0.90000,1584145364726,1584170958787,1
82693,-0.90000,1584145364726,1584170958787,2
82696,-0.90000,1584087552910,1584170896636,1
82697,-0.90000,1584087552910,1584170896636,2
82698,-0.65000,1584170681196,1584170885282,1
82699,-0.80000,1584170681196,1584170885282,2
82700,-0.70000,1584170681196,1584170885282,3
82704,0.10000,1584168019489,1584170795855,1
82705,0.35000,1584168019489,1584170795855,2
82721,-0.40000,1584133795547,1584170656956,1
82736,1.00000,1584122501879,1584170421955,1
82737,1.00000,1584122501879,1584170421955,2
82748,-0.80000,1584122501879,1584170270904,1
82749,-0.60000,1584122501879,1584170270904,2
82750,-0.90000,1584122501879,1584170270904,3
82751,-0.40000,1584122501879,1584170270904,4
82752,0.00000,1584067087293,1584170265506,1
82753,-0.70000,1584067087293,1584170265506,2
82768,-0.20000,1584115169719,1584170146764,1
82769,-0.80000,1584160052545,1584170095918,1
82770,0.00000,1584160052545,1584170095918,2
82826,-0.90000,1584033659051,1584169727363,1
82827,0.00000,1584033659051,1584169727363,2
82835,0.00000,1584105251199,1584169679793,1
82836,-0.10000,1584105251199,1584169679793,2
82837,-0.20000,1584105251199,1584169679793,3
82838,-0.80000,1584122501879,1584169644253,1
82839,0.70000,1584122501879,1584169644253,2
82848,0.00000,1584167454837,1584169592995,1
82849,-0.10000,1584167454837,1584169592995,2
82902,0.00000,1584093043906,1584168898056,1
82903,-0.40000,1584093043906,1584168898056,2
82904,-0.90000,1584093043906,1584168898056,3
82910,-0.53333,1583991125875,1584168774830,1
82926,-0.73333,1584040634494,1584168501411,1
82927,-0.80000,1584040634494,1584168501411,2
82928,-0.30000,1584040634494,1584168501411,3
82946,-0.90000,1584122863362,1584168123097,1
82947,-0.90000,1584122863362,1584168123097,2
82961,-0.90000,1584167570017,1584167939370,1
82962,-0.90000,1584167570017,1584167939370,2
82963,-0.40000,1584147234620,1584167913526,1
82964,-0.40000,1584147234620,1584167913526,2
82969,-0.90000,1584157318512,1584167827225,1
82970,-0.76667,1584157318512,1584167827225,2
82978,-0.40000,1584117294453,1584167768263,1
82989,0.20000,1583839720723,1584167650211,1
82990,1.00000,1583839720723,1584167650211,2
82991,0.90000,1583839720723,1584167650211,3
82992,0.20000,1584105251199,1584167602108,1
82993,0.00000,1584105251199,1584167602108,2
82994,-0.90000,1584166709305,1584167581873,1
82995,-0.90000,1584166709305,1584167581873,2
82996,1.00000,1584156453019,1584167575640,1
82997,0.10000,1584156453019,1584167575640,2
82998,1.00000,1584156453019,1584167575640,3
83008,-0.90000,1584166765058,1584167270704,1
83009,-0.90000,1584166765058,1584167270704,2
83015,-0.80000,1584114872182,1584167172245,1
83016,-0.50000,1584114872182,1584167172245,2
83017,-0.90000,1584114872182,1584167172245,3
83019,0.90000,1584040634494,1584167093134,1
83020,-0.40000,1584040634494,1584167093134,2
83025,-0.90000,1584141230461,1584166947908,1
83026,0.10000,1584141230461,1584166947908,2
83030,-0.10000,1584130064866,1584166941162,1
83031,-0.10000,1584130064866,1584166941162,2
83032,-0.20000,1584130064866,1584166941162,3
83033,-0.90000,1584122501879,1584166923418,1
83034,-0.90000,1584122501879,1584166923418,2
83042,0.10000,1584130064866,1584166802091,1
83043,0.10000,1584130064866,1584166802091,2
83055,-0.80000,1584163970926,1584166525186,1
83056,-0.60000,1584163970926,1584166525186,2
83057,1.00000,1584163970926,1584166525186,3
83065,0.05000,1584130064866,1584166407127,1
83073,-0.80000,1584165052562,1584166254585,1
83074,0.20000,1584165052562,1584166254585,2
83086,0.00000,1584165355758,1584166035305,1
83087,0.00000,1584165355758,1584166035305,2
83102,-0.90000,1584163176698,1584165520828,1
83103,-0.90000,1584163176698,1584165520828,2
83104,-0.90000,1584074089363,1584165506769,1
83105,0.30000,1584074089363,1584165506769,2
83106,-0.80000,1584029001207,1584165448261,1
83115,1.00000,1584105251199,1584165179558,1
83116,1.00000,1584105251199,1584165179558,2
83143,-0.80000,1584093043906,1584164582518,1
83144,-0.80000,1584093043906,1584164582518,2
83154,-0.90000,1583420474162,1584164442230,1
83155,-0.70000,1583420474162,1584164442230,2
83183,-0.90000,1584087552910,1584164014151,1
83184,-0.90000,1584087552910,1584164014151,2
83193,-0.90000,1584147976295,1584163949483,1
83194,-0.40000,1584147976295,1584163949483,2
83198,1.00000,1584122501879,1584163939501,1
83199,1.00000,1584122501879,1584163939501,2
83200,-0.80000,1584143363443,1584163911740,1
83201,-0.10000,1584143363443,1584163911740,2
83202,-0.10000,1584143363443,1584163911740,3
83239,-0.20000,1584118649214,1584163290525,1
83240,-0.90000,1584122501879,1584163229239,1
83241,0.10000,1584122501879,1584163229239,2
83257,-0.80000,1584128956950,1584162825610,1
83258,-0.30000,1584128956950,1584162825610,2
83259,0.30000,1584128956950,1584162825610,3
83260,0.50000,1584128956950,1584162825610,4
83261,0.95000,1584128956950,1584162825610,5
83269,-0.60000,1583698422273,1584162719649,1
83270,-0.20000,1583698422273,1584162719649,2
83271,1.00000,1584077244481,1584162717359,1
83272,1.00000,1584077244481,1584162717359,2
83277,-0.90000,1584134245720,1584162619819,1
83278,-0.95000,1584134245720,1584162619819,2
83281,-1.00000,1584139525961,1584162503015,1
83282,-0.90000,1584139525961,1584162503015,2
83283,-0.50000,1584139525961,1584162503015,3
83284,-0.90000,1584105037966,1584162482257,1
83285,-0.80000,1584105037966,1584162482257,2
83290,0.70000,1584146797148,1584162299450,1
83291,0.90000,1584146797148,1584162299450,2
83292,-0.20000,1584146797148,1584162299450,3
83293,-0.80000,1584035061504,1584162229866,1
83294,0.30000,1584035061504,1584162229866,2
83295,0.90000,1584035061504,1584162229866,3
83302,-0.10000,1584154953661,1584162012014,1
83303,-0.90000,1584154953661,1584162012014,2
83304,0.00000,1561361172462,1584161990752,1
83305,-0.70000,1561361172462,1584161990752,2
83306,0.00000,1584114822548,1584161981971,1
83307,-0.10000,1584114822548,1584161981971,2
83308,-0.70000,1584157980181,1584161882845,1
83309,-0.90000,1584157980181,1584161882845,2
83316,-0.70000,1584047851306,1584161767316,1
83317,-0.90000,1584047851306,1584161767316,2
83318,0.00000,1584115054791,1584161678070,1
83319,0.10000,1584115054791,1584161678070,2
83320,0.95000,1584115054791,1584161678070,3
83321,-0.80000,1584112927187,1584161646879,1
83322,0.10000,1584112927187,1584161646879,2
83339,-0.46667,1584144726602,1584161320508,1
83342,-0.10000,1584135971143,1584161190014,1
83343,0.90000,1584135971143,1584161190014,2
83348,-0.35000,1584114822548,1584161140795,1
83357,0.70000,1584147133810,1584160914747,1
83358,-0.90000,1584147133810,1584160914747,2
83359,-0.40000,1584147133810,1584160914747,3
83360,-0.80000,1584118869711,1584160884821,1
83361,0.60000,1584118869711,1584160884821,2
83364,-0.90000,1583992845336,1584160812452,1
83365,-0.30000,1583992845336,1584160812452,2
83366,-0.10000,1583992845336,1584160812452,3
83378,-0.80000,1584153977977,1584160624980,1
83379,-0.80000,1584153977977,1584160624980,2
83380,0.40000,1584153977977,1584160624980,3
83381,-0.60000,1584160013015,1584160611144,1
83382,0.40000,1584160013015,1584160611144,2
83383,0.60000,1584160013015,1584160611144,3
83395,-0.80000,1584152053044,1584160446088,1
83396,-0.80000,1584152053044,1584160446088,2
83407,-0.90000,1584072847864,1584160163581,1
83408,-0.90000,1584072847864,1584160163581,2
83409,0.90000,1584072847864,1584160163581,3
83417,-0.60000,1584015305444,1584159630174,1
83418,-0.90000,1584015305444,1584159630174,2
83419,-0.55000,1584015305444,1584159630174,3
83422,-0.60000,1583945637556,1584159595752,1
83423,-0.90000,1583945637556,1584159595752,2
83424,-0.53333,1583945637556,1584159595752,3
83425,-0.90000,1584117294453,1584159507799,1
83426,-0.60000,1584117294453,1584159507799,2
83427,-0.90000,1584117294453,1584159507799,3
83428,-0.90000,1584117294453,1584159507799,4
83429,0.50000,1584087552910,1584159492632,1
83430,0.00000,1584087552910,1584159492632,2
83441,-0.95000,1584046809907,1584159273507,1
83442,-0.60000,1584046809907,1584159273507,2
83443,-0.90000,1584046809907,1584159273507,3
83444,-0.40000,1584105251199,1584159269654,1
83445,-0.20000,1584105251199,1584159269654,2
83446,0.80000,1584105251199,1584159269654,3
83447,-0.90000,1584124447145,1584159242720,1
83452,-0.80000,1584156381932,1584159225135,1
83453,-0.70000,1584156381932,1584159225135,2
83459,-0.90000,1584155857643,1584159121220,1
83460,-0.60000,1584155857643,1584159121220,2
83461,-0.90000,1584155857643,1584159121220,3
83462,-0.40000,1584155857643,1584159121220,4
83467,-0.95000,1584140337367,1584159066919,1
83468,-0.60000,1584140337367,1584159066919,2
83469,-0.50000,1584140337367,1584159066919,3
83479,0.10000,1584155857643,1584158898907,1
83480,0.10000,1584155857643,1584158898907,2
83483,-0.80000,1584157548212,1584158815046,1
83484,-0.90000,1584157548212,1584158815046,2
83487,-0.60000,1584155857643,1584158568648,1
83488,-0.90000,1584155857643,1584158568648,2
83498,0.00000,1584138426535,1584157968617,1
83499,0.00000,1584138426535,1584157968617,2
83500,-0.90000,1584138426535,1584157968617,3
83503,-0.40000,1584105251199,1584157918429,1
83504,0.00000,1584105251199,1584157918429,2
83505,-0.90000,1584105251199,1584157918429,3
83506,0.90000,1584105251199,1584157918429,4
83509,0.20000,1584087552910,1584157876720,1
83510,1.00000,1584087552910,1584157876720,2
83523,-0.30000,1584147932860,1584157544414,1
83524,1.00000,1584147932860,1584157544414,2
83530,0.30000,1584114822548,1584157492529,1
83531,0.20000,1584114822548,1584157492529,2
83532,1.00000,1584114822548,1584157492529,3
83543,-0.55000,1584105251199,1584157250236,1
83548,-0.90000,1584114822548,1584157075356,1
83549,-0.70000,1584114822548,1584157075356,2
83550,-0.10000,1584114822548,1584157075356,3
83551,-0.70000,1584148305606,1584157010588,1
83552,0.10000,1584148305606,1584157010588,2
83566,-0.80000,1584154114680,1584156749178,1
83567,0.00000,1584154114680,1584156749178,2
83573,0.10000,1584140337367,1584156532139,1
83574,0.20000,1584140337367,1584156532139,2
83575,-0.80000,1584140337367,1584156532139,3
83578,-0.90000,1584150686513,1584156447771,1
83579,-0.70000,1584150686513,1584156447771,2
83589,-0.60000,1584142882867,1584156116725,1
83590,1.00000,1584142882867,1584156116725,2
83591,-0.70000,1583944469870,1584156075115,1
83592,-0.90000,1584148374534,1584156063830,1
83593,-0.90000,1584148374534,1584156063830,2
83594,-0.70000,1584015374468,1584155954275,1
83595,0.00000,1584015374468,1584155954275,2
83604,-0.50000,1584087552910,1584155901706,1
83605,-0.50000,1584087552910,1584155901706,2
83606,-0.80000,1584087552910,1584155901706,3
83607,-0.40000,1584147620728,1584155894834,1
83619,0.20000,1584152482808,1584155823420,1
83620,1.00000,1584152482808,1584155823420,2
83621,0.90000,1584152482808,1584155823420,3
83627,-0.70000,1584140337367,1584155771485,1
83628,-0.90000,1584140337367,1584155771485,2
83635,-0.80000,1584145364726,1584155667799,1
83636,-0.90000,1584145364726,1584155667799,2
83645,-0.90000,1584114822548,1584155539480,1
83646,-0.30000,1584114822548,1584155539480,2
83657,0.00000,1584151551429,1584155317995,1
83658,-0.80000,1584151551429,1584155317995,2
83659,-0.90000,1584145772486,1584155304480,1
83660,-0.47500,1584145772486,1584155304480,2
83665,-0.10000,1584154942630,1584155247263,1
83697,-0.80000,1584146071690,1584154142716,1
83698,-0.70000,1584146071690,1584154142716,2
83703,0.20000,1583854099659,1584154132290,1
83704,0.80000,1583854099659,1584154132290,2
83705,-0.10000,1584154077772,1584154087124,1
83706,-0.40000,1584154077772,1584154087124,2
83725,0.00000,1584142952133,1584153754758,1
83726,-0.60000,1584142952133,1584153754758,2
83727,-0.80000,1581994334729,1584153691284,1
83728,-0.70000,1581994334729,1584153691284,2
83729,-0.90000,1581994334729,1584153691284,3
83733,-0.80000,1584149687967,1584153637867,1
83734,-0.70000,1584149687967,1584153637867,2
83735,-0.90000,1584149687967,1584153637867,3
83736,-0.90000,1584143509508,1584153604839,1
83737,0.20000,1584143509508,1584153604839,2
83764,-0.60000,1584106828514,1584153008135,1
83765,0.10000,1584106828514,1584153008135,2
83766,-0.70000,1584106828514,1584153008135,3
83781,-0.90000,1584144726602,1584152428007,1
83782,0.00000,1584144726602,1584152428007,2
83798,-0.80000,1584140231889,1584152077938,1
83799,0.70000,1584140231889,1584152077938,2
83815,-0.90000,1584114822548,1584151557305,1
83816,-0.90000,1584114822548,1584151557305,2
83817,-0.80000,1584114822548,1584151557305,3
83820,-0.70000,1584150098262,1584151527085,1
83821,0.50000,1584150098262,1584151527085,2
83822,-0.60000,1584150098262,1584151527085,3
83825,-0.70000,1584123907408,1584151470510,1
83826,-0.80000,1584123907408,1584151470510,2
83836,-0.34000,1584122501879,1584151363924,1
83837,-0.90000,1584122501879,1584151363924,2
83838,-0.70000,1583956287930,1584151350828,1
83839,-0.80000,1583956287930,1584151350828,2
83874,-0.60000,1584134978182,1584151082177,1
83875,-0.80000,1584134978182,1584151082177,2
83876,-0.90000,1583995249692,1584151078279,1
83877,-0.30000,1583995249692,1584151078279,2
83878,-0.90000,1583995249692,1584151078279,3
83884,-0.32000,1584144732657,1584151000824,1
83895,-0.60000,1584114973832,1584150787183,1
83896,0.10000,1584114973832,1584150787183,2
83897,0.10000,1584114973832,1584150787183,3
83898,0.60000,1584114973832,1584150787183,4
83901,-0.90000,1584144726602,1584150754016,1
83902,-0.65000,1584144726602,1584150754016,2
83908,-0.80000,1584107196015,1584150645974,1
83909,-0.10000,1584107196015,1584150645974,2
83910,0.00000,1583991125875,1584150636131,1
83911,-0.40000,1583991125875,1584150636131,2
83913,-0.60000,1583991125875,1584150467396,1
83914,0.40000,1583991125875,1584150467396,2
83924,-0.80000,1584147254329,1584150189476,1
83925,-0.70000,1584147254329,1584150189476,2
83933,-0.90000,1584112517287,1584150043790,1
83934,-0.70000,1584112517287,1584150043790,2
83935,-0.90000,1584144726602,1584149995961,1
83936,-0.90000,1584144726602,1584149995961,2
83952,0.50000,1583996375256,1584149456459,1
83953,0.90000,1583996375256,1584149456459,2
83954,0.20000,1583996375256,1584149456459,3
83955,1.00000,1583996375256,1584149456459,4
83966,-0.10000,1584100919881,1584149208497,1
83967,0.00000,1584100919881,1584149208497,2
83971,-0.10000,1584141000231,1584149131308,1
83972,0.10000,1584141000231,1584149131308,2
83973,0.65000,1584141000231,1584149131308,3
83979,-0.90000,1584025271692,1584149023109,1
83980,-0.90000,1584025271692,1584149023109,2
83990,-0.80000,1584114822548,1584148872853,1
83991,0.00000,1584114822548,1584148872853,2
83994,-0.90000,1584148374534,1584148847014,1
83995,-0.26667,1584148374534,1584148847014,2
83996,-0.80000,1584148374534,1584148847014,3
83999,-0.90000,1584119711391,1584148685257,1
84000,-0.90000,1584119711391,1584148685257,2
84017,0.10000,1584122501879,1584148332308,1
84018,0.90000,1584122501879,1584148332308,2
84023,-0.10000,1584115644366,1584148127655,1
84030,-0.90000,1584145105491,1584147914645,1
84031,0.90000,1584145105491,1584147914645,2
84037,0.35000,1584146071690,1584147706196,1
84038,-0.35000,1584143984874,1584147695797,1
84039,-0.90000,1584076624611,1584147627146,1
84040,-0.90000,1584076624611,1584147627146,2
84046,0.10000,1584145999997,1584147326723,1
84047,-0.40000,1584145999997,1584147326723,2
84048,-0.90000,1584147284165,1584147321955,1
84049,0.90000,1584147284165,1584147321955,2
84050,-0.85000,1584114822548,1584147293932,1
84060,-0.50000,1584146455221,1584147002347,1
84061,0.10000,1584146455221,1584147002347,2
84062,-0.70000,1584122501879,1584146963236,1
84063,0.60000,1584122501879,1584146963236,2
84064,-0.90000,1584133795547,1584146943626,1
84065,0.25000,1584133795547,1584146943626,2
84079,-0.90000,1584105251199,1584146663251,1
84080,-0.25000,1584122501879,1584146626328,1
84081,0.20000,1584122501879,1584146626328,2
84083,-0.90000,1583979362466,1584146309448,1
84084,0.90000,1583979362466,1584146309448,2
84099,-0.50000,1583978625188,1584145834973,1
84100,1.00000,1583978625188,1584145834973,2
84107,-0.70000,1584082502881,1584145770577,1
84108,0.00000,1584082502881,1584145770577,2
84109,-0.10000,1584082502881,1584145770577,3
84110,-0.40000,1584145364726,1584145745257,1
84111,0.00000,1584141909175,1584145717901,1
84112,-0.70000,1584141909175,1584145717901,2
84122,-0.80000,1584145364726,1584145496529,1
84123,-0.10000,1584145364726,1584145496529,2
84124,-0.90000,1584144726602,1584145484881,1
84125,-0.90000,1584144726602,1584145484881,2
84132,-0.30000,1584114822548,1584145428970,1
84133,0.90000,1584114822548,1584145428970,2
84134,-0.90000,1584137964495,1584145371715,1
84135,-0.30000,1584137964495,1584145371715,2
84148,-0.90000,1584040745900,1584145203302,1
84149,-0.80000,1584040745900,1584145203302,2
84150,-0.90000,1584040745900,1584145203302,3
84151,-0.70000,1584041138761,1584145168203,1
84152,-0.90000,1584041138761,1584145168203,2
84153,-0.70000,1584012609535,1584145119253,1
84154,-0.60000,1584012609535,1584145119253,2
84155,1.00000,1584134805114,1584145043258,1
84156,1.00000,1584134805114,1584145043258,2
84171,-0.10000,1584144726602,1584144881593,1
84172,0.10000,1584144726602,1584144881593,2
84183,-0.90000,1584122501879,1584144737936,1
84184,-0.80000,1584122501879,1584144737936,2
84188,-0.80000,1571856902781,1584144723544,1
84189,-0.70000,1571856902781,1584144723544,2
84190,0.00000,1571856902781,1584144723544,3
84191,-0.50000,1571856902781,1584144723544,4
84195,-0.80000,1584122821617,1584144649942,1
84196,-0.90000,1584122821617,1584144649942,2
84197,-0.60000,1584080154890,1584144634433,1
84198,0.10000,1584080154890,1584144634433,2
84224,-0.20000,1584139787020,1584144278205,1
84225,1.00000,1584139787020,1584144278205,2
84230,-0.80000,1584135314985,1584144084443,1
84231,-0.90000,1584135314985,1584144084443,2
84236,-0.90000,1584040634494,1584144066606,1
84237,-0.40000,1584040634494,1584144066606,2
84238,-0.90000,1584040634494,1584144066606,3
84239,-0.80000,1584040634494,1584144066606,4
84243,-0.90000,1584105251199,1584143994474,1
84244,0.30000,1584105251199,1584143994474,2
84245,0.20000,1584105251199,1584143994474,3
84253,-0.80000,1584128857506,1584143819773,1
84254,-0.70000,1584128857506,1584143819773,2
84255,-0.90000,1584128857506,1584143819773,3
84256,-0.10000,1581113382945,1584143798638,1
84257,0.70000,1581113382945,1584143798638,2
84258,-0.90000,1581113382945,1584143798638,3
84259,-0.60000,1581113382945,1584143798638,4
84269,1.00000,1584122501879,1584143664378,1
84270,-0.60000,1584122501879,1584143664378,2
84273,-0.80000,1584122501879,1584143562710,1
84274,-0.60000,1584122501879,1584143562710,2
84283,-0.90000,1583996375256,1584143466218,1
84284,-0.90000,1583996375256,1584143466218,2
84285,-0.40000,1583945912638,1584143399549,1
84286,0.30000,1584040634494,1584143393877,1
84287,-0.80000,1584105251199,1584143321606,1
84288,-0.20000,1584105251199,1584143321606,2
84289,-0.50000,1583950872921,1584143296133,1
84290,-0.30000,1583950872921,1584143296133,2
84291,-0.80000,1583950872921,1584143296133,3
84292,-0.90000,1583950872921,1584143296133,4
84293,0.90000,1583950872921,1584143296133,5
84294,1.00000,1584142874139,1584143273718,1
84308,0.00000,1584137987085,1584143217850,1
84309,0.00000,1584112655061,1584143213545,1
84310,1.00000,1584112655061,1584143213545,2
84311,-0.10000,1584112655061,1584143213545,3
84312,0.35000,1584112655061,1584143213545,4
84313,0.70000,1584112655061,1584143213545,5
84319,-0.70000,1584105251199,1584143119981,1
84320,-0.70000,1584105251199,1584143119981,2
84321,-0.40000,1584107012444,1584143106226,1
84324,-0.50000,1584087552910,1584143083609,1
84334,0.80000,1584122501879,1584142983421,1
84335,0.50000,1584122501879,1584142983421,2
84336,-0.70000,1584025934722,1584142962477,1
84337,-0.40000,1584025934722,1584142962477,2
84347,-0.90000,1584142148930,1584142895143,1
84348,-0.90000,1584142148930,1584142895143,2
84353,-0.80000,1584132498881,1584142865978,1
84354,-0.90000,1584132498881,1584142865978,2
84355,0.80000,1584132498881,1584142865978,3
84363,0.00000,1584042389364,1584142686553,1
84364,0.20000,1584042389364,1584142686553,2
84369,-0.60000,1583971380061,1584142625932,1
84370,-0.40000,1583971380061,1584142625932,2
84396,-0.85000,1584130594553,1584142069136,1
84397,1.00000,1584130594553,1584142069136,2
